omitted_station,beta_minus_g,change_from_full_beta,absolute_change_from_full_beta,coefficient_sign,sample,model,full_beta
PO018048NRP001,-0.14793119213201367,-0.029971682833641378,0.029971682833641378,negative,secondary18,W2_temp,-0.11795950929837229
PO018062NRD002,-0.05190060680224917,0.06605890249612312,0.06605890249612312,negative,secondary18,W2_temp,-0.11795950929837229
PO018065NRG001,-0.2934731924315681,-0.17551368313319582,0.17551368313319582,negative,secondary18,W2_temp,-0.11795950929837229
PO018072NUP001,0.6408072987256439,0.7587668080240162,0.7587668080240162,positive,secondary18,W2_temp,-0.11795950929837229
PO0180810U0111,-0.0914104819029351,0.026549027395437186,0.026549027395437186,negative,secondary18,W2_temp,-0.11795950929837229
PO0180880U0001,-0.0660521675130159,0.05190734178535639,0.05190734178535639,negative,secondary18,W2_temp,-0.11795950929837229
PO0181100U0111,-1.5998237583109791,-1.4818642490126068,1.4818642490126068,negative,secondary18,W2_temp,-0.11795950929837229
PO0181140U0002,-2.064025004672274,-1.9460654953739018,1.9460654953739018,negative,secondary18,W2_temp,-0.11795950929837229
PO018147NUP001,0.1224686053450168,0.2404281146433891,0.2404281146433891,positive,secondary18,W2_temp,-0.11795950929837229
PO018162NUP001,-0.06345741012196182,0.05450209917641047,0.05450209917641047,negative,secondary18,W2_temp,-0.11795950929837229
PO018173NUP001,0.21314918665143923,0.3311086959498115,0.3311086959498115,positive,secondary18,W2_temp,-0.11795950929837229
PO018176NUP001,0.02540644553245841,0.1433659548308307,0.1433659548308307,positive,secondary18,W2_temp,-0.11795950929837229
PO018180NUP001,-0.42599426021345277,-0.3080347509150805,0.3080347509150805,negative,secondary18,W2_temp,-0.11795950929837229
PO018003NR0009,0.9808125511568946,0.8882532867523558,0.8882532867523558,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018039NR0001,-4.417780208162325,-4.510339472566864,4.510339472566864,negative,secondary18,W3_precip_temp,0.09255926440453877
PO018043NUP001,0.06849381304073177,-0.024065451363807,0.024065451363807,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018047NR0001,11.383270020500882,11.290710756096344,11.290710756096344,positive,secondary18,W3_precip_temp,0.09255926440453877
PO0180480U0004,-0.14338499252402848,-0.23594425692856724,0.23594425692856724,negative,secondary18,W3_precip_temp,0.09255926440453877
PO018048NRP001,0.029989077898564087,-0.06257018650597468,0.06257018650597468,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018062NRD002,0.127229141928062,0.03466987752352324,0.03466987752352324,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018065NRG001,-0.07110705265741402,-0.16366631706195278,0.16366631706195278,negative,secondary18,W3_precip_temp,0.09255926440453877
PO018072NUP001,0.8320644973740583,0.7395052329695195,0.7395052329695195,positive,secondary18,W3_precip_temp,0.09255926440453877
PO0180810U0111,0.20075584763861842,0.10819658323407966,0.10819658323407966,positive,secondary18,W3_precip_temp,0.09255926440453877
PO0180880U0001,0.15845989479886313,0.06590063039432437,0.06590063039432437,positive,secondary18,W3_precip_temp,0.09255926440453877
PO0181100U0111,-1.4265744254508856,-1.5191336898554244,1.5191336898554244,negative,secondary18,W3_precip_temp,0.09255926440453877
PO0181140U0002,-1.9062118973171245,-1.9987711617216632,1.9987711617216632,negative,secondary18,W3_precip_temp,0.09255926440453877
PO018147NUP001,0.2796453188250063,0.18708605442046755,0.18708605442046755,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018162NUP001,0.35595678473312464,0.2633975203285859,0.2633975203285859,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018173NUP001,0.33595657816958635,0.24339731376504758,0.24339731376504758,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018176NUP001,0.10517746844014164,0.012618204035602876,0.012618204035602876,positive,secondary18,W3_precip_temp,0.09255926440453877
PO018180NUP001,-0.2437377420796749,-0.3362970064842137,0.3362970064842137,negative,secondary18,W3_precip_temp,0.09255926440453877
PO018039NR0001,-6.306426412431046,-4.876746775601936,4.876746775601936,negative,diagnostic14,base,-1.4296796368291096
PO018043NUP001,-0.9424407644127362,0.4872388724163734,0.4872388724163734,negative,diagnostic14,base,-1.4296796368291096
PO018047NR0001,9.532411292204177,10.962090929033288,10.962090929033288,positive,diagnostic14,base,-1.4296796368291096
PO0180480U0004,-1.4189179753116399,0.010761661517469712,0.010761661517469712,negative,diagnostic14,base,-1.4296796368291096
PO018048NRP001,-1.3574476096586352,0.07223202717047439,0.07223202717047439,negative,diagnostic14,base,-1.4296796368291096
PO018072NUP001,-0.9967003451995264,0.43297929162958315,0.43297929162958315,negative,diagnostic14,base,-1.4296796368291096
PO0180810U0111,-1.4482490932552574,-0.018569456426147823,0.018569456426147823,negative,diagnostic14,base,-1.4296796368291096
PO0181100U0111,-2.6034675476518316,-1.173787910822722,1.173787910822722,negative,diagnostic14,base,-1.4296796368291096
PO0181140U0002,-3.1742561471286637,-1.744576510299554,1.744576510299554,negative,diagnostic14,base,-1.4296796368291096
PO018147NUP001,-1.0177309264448562,0.4119487103842534,0.4119487103842534,negative,diagnostic14,base,-1.4296796368291096
PO018162NUP001,-1.640543760008038,-0.21086412317892833,0.21086412317892833,negative,diagnostic14,base,-1.4296796368291096
PO018173NUP001,-1.6723890913312447,-0.2427094545021351,0.2427094545021351,negative,diagnostic14,base,-1.4296796368291096
PO018176NUP001,-0.8691290512607024,0.5605505855684072,0.5605505855684072,negative,diagnostic14,base,-1.4296796368291096
PO018180NUP001,-1.752062402784595,-0.32238276595548543,0.32238276595548543,negative,diagnostic14,base,-1.4296796368291096
