"year","treatment","sheet","row","column","cell","text"
"2019","AWD","Irrig","11","3","C11","12.67"
"2019","AWD","Irrig","11","4","D11","0.00"
"2019","AWD","Irrig","11","5","E11","94.54"
"2019","AWD","Irrig","12","1","A12","5/23/2019"
"2019","AWD","Irrig","12","2","B12","7"
"2019","AWD","Irrig","12","3","C12","0.00"
"2019","AWD","Irrig","12","4","D12","0.00"
"2019","AWD","Irrig","12","5","E12","92.50"
"2019","AWD","Irrig","13","1","A13","5/24/2019"
"2019","AWD","Irrig","13","2","B13","8"
"2019","AWD","Irrig","13","3","C13","0.00"
"2019","AWD","Irrig","13","4","D13","33.34"
"2019","AWD","Irrig","13","5","E13","70.95"
"2019","AWD","Irrig","14","1","A14","5/25/2019"
"2019","AWD","Irrig","14","2","B14","9"
"2019","AWD","Irrig","14","3","C14","0.00"
"2019","AWD","Irrig","14","4","D14","0.00"
"2019","AWD","Irrig","14","5","E14","49.98"
"2019","AWD","Irrig","15","1","A15","5/26/2019"
"2019","AWD","Irrig","15","2","B15","10"
"2019","AWD","Irrig","15","3","C15","0.00"
"2019","AWD","Irrig","15","4","D15","0.00"
"2019","AWD","Irrig","15","5","E15","41.81"
"2019","AWD","Managem oper","1","1","A1","SOIL, CROP AND IRRIGATION MANAGEMENT OPERATIONS"
"2019","AWD","Managem oper","2","1","A2","Year and plot"
"2019","AWD","Managem oper","2","2","B2","-"
"2019","AWD","Managem oper","2","3","C2","2019 Castello d'Agogna"
"2019","AWD","Managem oper","3","1","A3","Puddling"
"2019","AWD","Managem oper","3","2","B3","Date"
"2019","AWD","Managem oper","4","2","B4","Depth"
"2019","AWD","Managem oper","5","1","A5","Ploughing"
"2019","AWD","Managem oper","5","2","B5","Date"
"2019","AWD","Managem oper","5","3","C5","3/20/2019"
"2019","AWD","Managem oper","6","2","B6","Depth (cm)"
"2019","AWD","Managem oper","6","3","C6","25"
"2019","AWD","Managem oper","7","1","A7","Levelling"
"2019","AWD","Managem oper","7","2","B7","Date"
"2019","AWD","Managem oper","7","3","C7","3/25/2019"
"2019","AWD","Managem oper","8","2","B8","Technique"
"2019","AWD","Managem oper","8","3","C8","Laser"
"2019","AWD","Managem oper","9","1","A9","Harrowing 1"
"2019","AWD","Managem oper","9","2","B9","Date"
"2019","AWD","Managem oper","9","3","C9","5/13/2019"
"2019","AWD","Managem oper","10","2","B10","Depth (cm)"
"2019","AWD","Managem oper","10","3","C10","10"
"2019","AWD","Managem oper","11","1","A11","Sowing"
"2019","AWD","Managem oper","11","2","B11","Date"
"2019","AWD","Managem oper","11","3","C11","5/16/2019"
"2019","AWD","Managem oper","12","2","B12","Variety"
"2019","AWD","Managem oper","12","3","C12","Centauro"
"2019","AWD","Managem oper","13","2","B13","Rate (kg/ha)"
"2019","AWD","Managem oper","13","3","C13","150"
"2019","AWD","Managem oper","14","1","A14","Fertilization base"
"2019","AWD","Managem oper","14","2","B14","Date"
"2019","AWD","Managem oper","14","3","C14","5/13/2019"
"2019","AWD","Managem oper","15","2","B15","N (kg/ha)"
"2019","AWD","Managem oper","15","3","C15","0 kg/ha for 0 N thesys                                                    40 kg/ha (40% of N application) for 100 N thesys 64 kg/ha (40% of N application) for 160 N thesys"
"2019","AWD","Other water","1","1","A1","OTHER WATER (OR NUTRIENT, OR PESTICIDE) BALANCE COMPONENTS"
"2019","AWD","Other water","2","1","A2","Date"
"2019","AWD","Other water","2","2","B2","Days after sowing"
"2019","AWD","Other water","2","3","C2","Qin (mm)"
"2019","AWD","Other water","2","4","D2","Qout (mm)"
"2019","AWD","Other water","2","5","E2","h_lev (mm)"
"2019","AWD","Other water","2","6","F2","Rain(mm)"
"2019","AWD","Other water","2","7","G2","ETc_Adj(mm)"
"2019","AWD","Other water","2","8","H2","Delta_L (mm)"
"2019","AWD","Other water","2","9","I2","Delta_S (mm)"
"2019","AWD","Other water","2","10","J2","Perc_Bal (mm)"
"2019","AWD","Other water","2","11","K2","Perc_MODEL (mm)"
"2019","AWD","Other water","2","13","M2","Qin (mm) and Qout (mm) are the irrigation fluxes (L/s average in the day) entering and exiting the parcel through the irrigation inlet and outlet, divided by the parcel surface (1400.30 m2). "
"2019","AWD","Other water","3","1","A3","5/14/2019"
"2019","AWD","Other water","3","2","B3","-2"
"2019","AWD","Other water","3","3","C3","197.854"
"2019","AWD","Other water","3","4","D3","11.494"
"2019","AWD","Other water","3","5","E3","40.715"
"2019","AWD","Other water","3","6","F3","0.000"
"2019","AWD","Other water","3","7","G3","4.851"
"2019","AWD","Other water","3","8","H3","92.109"
"2019","AWD","Other water","3","9","I3","44.992"
"2019","AWD","Other water","3","10","J3","44.408"
"2019","AWD","Other water","3","11","K3","5.670"
"2019","AWD","Other water","3","13","M3","h_lev (mm) is the measured ponding water level in the parcel (average value during the day)."
"2019","AWD","Other water","4","1","A4","5/15/2019"
"2019","AWD","Other water","4","2","B4","-1"
"2019","AWD","Other water","4","3","C4","62.858"
"2019","AWD","Other water","4","4","D4","31.547"
"2019","AWD","Other water","4","5","E4","97.912"
"2019","AWD","Other water","4","6","F4","0.000"
"2019","AWD","Other water","4","7","G4","5.155"
"2019","AWD","Other water","4","8","H4","16.321"
"2019","AWD","Other water","4","9","I4","0.000"
"2019","AWD","Other water","4","10","J4","9.835"
"2019","AWD","Other water","4","11","K4","11.803"
"2019","AWD","Other water","4","13","M4","Rain (mm): daily rainfall."
"2019","AWD","Other water","5","1","A5","5/16/2019"
"2019","AWD","Other water","5","2","B5","0"
"2019","AWD","Other water","5","3","C5","97.844"
"2019","AWD","Other water","5","4","D5","114.935"
"2019","AWD","Other water","5","5","E5","105.823"
"2019","AWD","Other water","5","6","F5","0.000"
"2019","AWD","Other water","5","7","G5","5.303"
"2019","AWD","Other water","5","8","H5","-14.248"
"2019","AWD","Other water","5","9","I5","0.000"
"2019","AWD","Other water","5","10","J5","-8.146"
"2019","AWD","Other water","5","11","K5","11.985"
"2019","AWD","Other water","5","13","M5","ETc_Adj(mm): daily actual evapotranspiration."
"2019","AWD","Other water","6","1","A6","5/17/2019"
"2019","AWD","Other water","6","2","B6","1"
"2019","AWD","Other water","6","3","C6","70.303"
"2019","AWD","Other water","6","4","D6","56.453"
"2019","AWD","Other water","6","5","E6","96.789"
"2019","AWD","Other water","6","6","F6","6.800"
"2019","AWD","Other water","6","7","G6","2.705"
"2019","AWD","Other water","6","8","H6","14.248"
"2019","AWD","Other water","6","9","I6","0.000"
"2019","AWD","Other water","6","10","J6","3.697"
"2019","AWD","Other water","6","11","K6","11.783"
"2019","AWD","Other water","6","13","M6","Delta L (mm) daily change in ponding water storage computed at the end of the day [end of day(i) - end of day(i-1)]."
"2019","AWD","Other water","7","1","A7","5/18/2019"
"2019","AWD","Other water","7","2","B7","2"
"2019","AWD","Other water","7","3","C7","56.403"
"2019","AWD","Other water","7","4","D7","95.404"
"2019","AWD","Other water","7","5","E7","101.454"
"2019","AWD","Other water","7","6","F7","13.400"
"2019","AWD","Other water","7","7","G7","0.717"
"2019","AWD","Other water","7","8","H7","-10.903"
"2019","AWD","Other water","7","9","I7","0.000"
"2019","AWD","Other water","7","10","J7","-15.416"
"2019","AWD","Other water","7","11","K7","11.895"
"2019","AWD","Other water","7","13","M7","Delta S (mm) daily change in water stored within the soil layer above the LCL (Less Conductive Layer) computed at the end of the day [end of day(i) - end of day(i-1)]."
"2019","AWD","Other water","8","1","A8","5/19/2019"
"2019","AWD","Other water","8","2","B8","3"
"2019","AWD","Other water","8","3","C8","37.699"
"2019","AWD","Other water","8","4","D8","53.631"
"2019","AWD","Other water","8","5","E8","97.310"
"2019","AWD","Other water","8","6","F8","10.800"
"2019","AWD","Other water","8","7","G8","1.295"
"2019","AWD","Other water","8","8","H8","-3.743"
"2019","AWD","Other water","8","9","I8","0.000"
"2019","AWD","Other water","8","10","J8","-2.684"
"2019","AWD","Other water","8","11","K8","11.808"
"2019","AWD","Other water","8","13","M8","Perc_Bal (mm) is the percolation under the LCL (Less Conductive Layer, also called hardpan, usually located under the plugged horizon) obtained from the water balance (Qin-Qout +Rain -Etc_Adj -Delta_L -Delta_S)."
"2019","AWD","Other water","9","1","A9","5/20/2019"
"2019","AWD","Other water","9","2","B9","4"
"2019","AWD","Other water","9","3","C9","54.180"
"2019","AWD","Other water","9","4","D9","31.999"
"2019","AWD","Other water","9","5","E9","94.739"
"2019","AWD","Other water","9","6","F9","1.200"
"2019","AWD","Other water","9","7","G9","2.256"
"2019","AWD","Other water","9","8","H9","7.045"
"2019","AWD","Other water","9","9","I9","0.000"
"2019","AWD","Other water","9","10","J9","14.080"
"2019","AWD","Other water","9","11","K9","11.748"
"2019","AWD","Other water","9","13","M9","Perc_MODEL (mm) is the percolation under the LCL (Less Conductive Layer, also called hardpan, usually located under the plugged horizon), modelled with a distributed Darcy-type model."
"2019","AWD","Other water","10","1","A10","5/21/2019"
"2019","AWD","Other water","10","2","B10","5"
"2019","AWD","Other water","10","3","C10","26.252"
"2019","AWD","Other water","10","4","D10","27.903"
"2019","AWD","Other water","10","5","E10","97.339"
"2019","AWD","Other water","10","6","F10","0.000"
"2019","AWD","Other water","10","7","G10","6.024"
"2019","AWD","Other water","10","8","H10","-8.965"
"2019","AWD","Other water","10","9","I10","0.000"
"2019","AWD","Other water","10","10","J10","1.290"
"2019","AWD","Other water","10","11","K10","11.813"
"2019","AWD","Other water","11","1","A11","5/22/2019"
"2019","AWD","Other water","11","2","B11","6"
"2019","AWD","Other water","11","3","C11","12.673"
"2019","AWD","Other water","11","4","D11","0.000"
"2019","AWD","Other water","11","5","E11","94.540"
"2019","AWD","Other water","11","6","F11","0.000"
"2019","AWD","Other water","11","7","G11","6.285"
"2019","AWD","Other water","11","8","H11","1.945"
"2019","AWD","Other water","11","9","I11","0.000"
"2019","AWD","Other water","11","10","J11","4.443"
"2019","AWD","Other water","11","11","K11","11.748"
"2019","AWD","Other water","12","1","A12","5/23/2019"
"2019","AWD","Other water","12","2","B12","7"
"2019","AWD","Other water","12","3","C12","0.000"
"2019","AWD","Other water","12","4","D12","0.000"
"2019","AWD","Other water","12","5","E12","92.500"
"2019","AWD","Other water","12","6","F12","1.800"
"2019","AWD","Other water","12","7","G12","6.201"
"2019","AWD","Other water","12","8","H12","-4.026"
"2019","AWD","Other water","12","9","I12","0.000"
"2019","AWD","Other water","12","10","J12","-0.375"
"2019","AWD","Other water","12","11","K12","11.692"
"2019","AWD","Other water","13","1","A13","5/24/2019"
"2019","AWD","Other water","13","2","B13","8"
"2019","AWD","Other water","13","3","C13","0.000"
"2019","AWD","Other water","13","4","D13","33.339"
"2019","AWD","Other water","13","5","E13","70.952"
"2019","AWD","Other water","13","6","F13","0.000"
"2019","AWD","Other water","13","7","G13","6.156"
"2019","AWD","Other water","13","8","H13","-35.735"
"2019","AWD","Other water","13","9","I13","0.000"
"2019","AWD","Other water","13","10","J13","-3.760"
"2019","AWD","Other water","13","11","K13","11.311"
"2019","AWD","Other water","14","1","A14","5/25/2019"
"2019","AWD","Other water","14","2","B14","9"
"2019","AWD","Other water","14","3","C14","0.000"
"2019","AWD","Other water","14","4","D14","0.000"
"2019","AWD","Other water","14","5","E14","49.981"
"2019","AWD","Other water","14","6","F14","0.400"
"2019","AWD","Other water","14","7","G14","5.418"
"2019","AWD","Other water","14","8","H14","-8.066"
"2019","AWD","Other water","14","9","I14","0.000"
"2019","AWD","Other water","14","10","J14","3.048"
"2019","AWD","Other water","14","11","K14","10.876"
"2019","AWD","Other water","15","1","A15","5/26/2019"
"2019","AWD","Other water","15","2","B15","10"
"2019","AWD","Other water","15","3","C15","0.000"
"2019","AWD","Other water","15","4","D15","0.000"
"2019","AWD","Other water","15","5","E15","41.807"
"2019","AWD","Other water","15","6","F15","0.600"
"2019","AWD","Other water","15","7","G15","3.885"
"2019","AWD","Other water","15","8","H15","-8.073"
"2019","AWD","Other water","15","9","I15","0.000"
"2019","AWD","Other water","15","10","J15","4.789"
"2019","AWD","Other water","15","11","K15","10.714"
"2019","AWD","Yield+product","1","1","A1","YIELD AND PRODUCT QUALITY"
"2019","AWD","Yield+product","2","1","A2","Date"
"2019","AWD","Yield+product","2","2","B2","Plot"
"2019","AWD","Yield+product","2","3","C2","Location"
"2019","AWD","Yield+product","2","4","D2","Rice grain yield at 14% humidity (t/ha)"
"2019","AWD","Yield+product","2","5","E2","Straw yield if sold (t/ha)"
"2019","AWD","Yield+product","2","6","F2","Yield comp
Nº panic/m2"
"2019","AWD","Yield+product","2","7","G2","Yield comp
Nº of grains by panicle"
"2019","AWD","Yield+product","2","8","H2","Yield comp
Weight of 1000 grains at 14% hum (g)"
"2019","AWD","Yield+product","2","9","I2","Yield comp Harvest Index
"
"2019","AWD","Yield+product","2","10","J2","Yield comp
Sterility (%)"
"2019","AWD","Yield+product","2","11","K2","Milled rice yield (%)"
"2019","AWD","Yield+product","2","12","L2","Head rice yield (%)"
"2019","AWD","Yield+product","2","13","M2","Yield comp
Chalkiness (%)"
"2019","AWD","Yield+product","2","14","N2","Yield comp
Damaged kernels (%)"
"2019","AWD","Yield+product","2","15","O2","As(III) μg kg-1"
"2019","AWD","Yield+product","2","16","P2","DMA(V) μg kg-1"
"2019","AWD","Yield+product","2","17","Q2","MMA(V) μg kg-1"
"2019","AWD","Yield+product","2","18","R2","As(V) μg kg-1"
"2019","AWD","Yield+product","2","19","S2","As TOT μg kg-1"
"2019","AWD","Yield+product","2","20","T2","Cadmium of rice grain (μg kg-1)"
"2019","AWD","Yield+product","2","21","U2","N % content (grain)"
"2019","AWD","Yield+product","2","22","V2","N % content (straw)"
"2019","AWD","Yield+product","3","1","A3","10/8/2019"
"2019","AWD","Yield+product","3","2","B3","CASTELLO D'AGOGNA"
"2019","AWD","Yield+product","3","3","C3","17"
"2019","AWD","Yield+product","3","4","D3","11.2"
"2019","AWD","Yield+product","3","5","E3","-"
"2019","AWD","Yield+product","3","6","F3","824"
"2019","AWD","Yield+product","3","7","G3","89"
"2019","AWD","Yield+product","3","8","H3","27.93"
"2019","AWD","Yield+product","3","9","I3","0.49"
"2019","AWD","Yield+product","3","10","J3","18.9"
"2019","AWD","Yield+product","3","11","K3","71.7"
"2019","AWD","Yield+product","3","12","L3","63.8"
"2019","AWD","Yield+product","3","13","M3","1.44"
"2019","AWD","Yield+product","3","14","N3","0.12"
"2019","AWD","Yield+product","3","21","U3","1.48"
"2019","AWD","Yield+product","3","22","V3","0.78"
"2019","AWD","Yield+product","4","3","C4","18"
"2019","AWD","Yield+product","4","4","D4","6.9"
"2019","AWD","Yield+product","4","5","E4","-"
"2019","AWD","Yield+product","4","6","F4","572"
"2019","AWD","Yield+product","4","7","G4","84"
"2019","AWD","Yield+product","4","8","H4","29.34"
"2019","AWD","Yield+product","4","9","I4","0.57"
"2019","AWD","Yield+product","4","10","J4","8.8"
"2019","AWD","Yield+product","4","11","K4","71.9"
"2019","AWD","Yield+product","4","12","L4","57.3"
"2019","AWD","Yield+product","4","13","M4","0.96"
"2019","AWD","Yield+product","4","14","N4","0.64"
"2019","AWD","Yield+product","4","21","U4","1.58"
"2019","AWD","Yield+product","4","22","V4","0.97"
"2019","AWD","Yield+product","5","3","C5","19"
"2019","AWD","Yield+product","5","4","D5","10.7"
"2019","AWD","Yield+product","5","5","E5","-"
"2019","AWD","Yield+product","5","6","F5","795"
"2019","AWD","Yield+product","5","7","G5","93"
"2019","AWD","Yield+product","5","8","H5","28.57"
"2019","AWD","Yield+product","5","9","I5","0.56"
"2019","AWD","Yield+product","5","10","J5","14.4"
"2019","AWD","Yield+product","5","11","K5","71.5"
"2019","AWD","Yield+product","5","12","L5","61.9"
"2019","AWD","Yield+product","5","13","M5","2.56"
"2019","AWD","Yield+product","5","14","N5","0.56"
"2019","AWD","Yield+product","5","21","U5","1.51"
"2019","AWD","Yield+product","5","22","V5","0.85"
"2019","AWD","Yield+product","6","3","C6","20"
"2019","AWD","Yield+product","6","4","D6","12.1"
"2019","AWD","Yield+product","6","5","E6","-"
"2019","AWD","Yield+product","6","6","F6","839"
"2019","AWD","Yield+product","6","7","G6","94"
"2019","AWD","Yield+product","6","8","H6","27.91"
"2019","AWD","Yield+product","6","9","I6","0.51"
"2019","AWD","Yield+product","6","10","J6","16.7"
"2019","AWD","Yield+product","6","11","K6","71.7"
"2019","AWD","Yield+product","6","12","L6","64.1"
"2019","AWD","Yield+product","6","13","M6","1.88"
"2019","AWD","Yield+product","6","14","N6","0"
"2019","AWD","Yield+product","6","15","O6","128"
"2019","AWD","Yield+product","6","16","P6","73"
"2019","AWD","Yield+product","6","17","Q6","<0,5"
"2019","AWD","Yield+product","6","18","R6","5"
"2019","AWD","Yield+product","6","19","S6","205"
"2019","AWD","Yield+product","6","20","T6","9"
"2019","AWD","Yield+product","6","21","U6","1.49"
"2019","AWD","Yield+product","6","22","V6","0.98"
"2019","AWD","Yield+product","7","3","C7","21"
"2019","AWD","Yield+product","7","4","D7","10.8"
"2019","AWD","Yield+product","7","5","E7","-"
"2019","AWD","Yield+product","7","6","F7","828"
"2019","AWD","Yield+product","7","7","G7","93"
"2019","AWD","Yield+product","7","8","H7","27.96"
"2019","AWD","Yield+product","7","9","I7","0.52"
"2019","AWD","Yield+product","7","10","J7","18.8"
"2019","AWD","Yield+product","7","11","K7","72.5"
"2019","AWD","Yield+product","7","12","L7","64.5"
"2019","AWD","Yield+product","7","13","M7","2.12"
"2019","AWD","Yield+product","7","14","N7","0.4"
"2019","AWD","Yield+product","7","21","U7","1.34"
"2019","AWD","Yield+product","7","22","V7","1.13"
"2019","AWD","Yield+product","8","3","C8","22"
"2019","AWD","Yield+product","8","4","D8","6.0"
"2019","AWD","Yield+product","8","5","E8","-"
"2019","AWD","Yield+product","8","6","F8","575"
"2019","AWD","Yield+product","8","7","G8","83"
"2019","AWD","Yield+product","8","8","H8","28.85"
"2019","AWD","Yield+product","8","9","I8","0.56"
"2019","AWD","Yield+product","8","10","J8","10.2"
"2019","AWD","Yield+product","8","11","K8","71.8"
"2019","AWD","Yield+product","8","12","L8","52.0"
"2019","AWD","Yield+product","8","13","M8","0.32"
"2019","AWD","Yield+product","8","14","N8","0.24"
"2019","AWD","Yield+product","8","21","U8","1.40"
"2019","AWD","Yield+product","8","22","V8","0.92"
"2019","AWD","Yield+product","9","3","C9","23"
"2019","AWD","Yield+product","9","4","D9","10.7"
"2019","AWD","Yield+product","9","5","E9","-"
"2019","AWD","Yield+product","9","6","F9","717"
"2019","AWD","Yield+product","9","7","G9","86"
"2019","AWD","Yield+product","9","8","H9","29.03"
"2019","AWD","Yield+product","9","9","I9","0.57"
"2019","AWD","Yield+product","9","10","J9","15.1"
"2019","AWD","Yield+product","9","11","K9","71.8"
"2019","AWD","Yield+product","9","12","L9","61.9"
"2019","AWD","Yield+product","9","13","M9","1.08"
"2019","AWD","Yield+product","9","14","N9","0.88"
"2019","AWD","Yield+product","9","21","U9","1.21"
"2019","AWD","Yield+product","9","22","V9","0.73"
"2019","AWD","Yield+product","10","3","C10","24"
"2019","AWD","Yield+product","10","4","D10","11.4"
"2019","AWD","Yield+product","10","5","E10","-"
"2019","AWD","Yield+product","10","6","F10","812"
"2019","AWD","Yield+product","10","7","G10","85"
"2019","AWD","Yield+product","10","8","H10","28.12"
"2019","AWD","Yield+product","10","9","I10","0.47"
"2019","AWD","Yield+product","10","10","J10","18.3"
"2019","AWD","Yield+product","10","11","K10","71.6"
"2019","AWD","Yield+product","10","12","L10","63.6"
"2019","AWD","Yield+product","10","13","M10","2.52"
"2019","AWD","Yield+product","10","14","N10","0.4"
"2019","AWD","Yield+product","10","15","O10","122"
"2019","AWD","Yield+product","10","16","P10","51"
"2019","AWD","Yield+product","10","17","Q10","<0,5"
"2019","AWD","Yield+product","10","18","R10","4"
"2019","AWD","Yield+product","10","19","S10","183"
"2019","AWD","Yield+product","10","20","T10","12"
"2019","AWD","Yield+product","10","21","U10","1.31"
"2019","AWD","Yield+product","10","22","V10","0.72"
